Record Type,Constituent ID,Type,Text
1E,42300548,HOME,15893245913
1E,42300548,EMAIL,fakeporteremail84601096@indigov.us
1E,42300561,HOME,19142964218
1E,42300561,EMAIL,fakeporteremail84601122@indigov.us
1E,42300610,HOME,14216434514
1E,42300610,EMAIL,fakeporteremail84601220@indigov.us
1E,42300620,HOME,13351449576
1E,42300620,EMAIL,fakeporteremail84601240@indigov.us
1E,42300640,HOME,14637446541
1E,42300640,EMAIL,fakeporteremail84601280@indigov.us
1E,42300683,EMAIL,fakeporteremail84601366@indigov.us
1E,42300773,HOME,12425179631
1E,42300869,HOME,19548353882
1E,42300869,EMAIL,fakeporteremail84601738@indigov.us
1E,42300965,HOME,17959749244
1E,42300965,EMAIL,fakeporteremail84601930@indigov.us
1E,42300977,HOME,17688281173
1E,42300999,HOME,16613194598
1E,42300999,EMAIL,fakeporteremail84601998@indigov.us
1E,42301006,EMAIL,fakeporteremail84602012@indigov.us
1E,42301105,HOME,18924198118
1E,42301105,EMAIL,fakeporteremail84602210@indigov.us
1E,42301258,EMAIL,fakeporteremail84602516@indigov.us
1E,42301259,HOME,19541791876
1E,42301259,EMAIL,fakeporteremail84602518@indigov.us
1E,42301309,WORK,17628878944
1E,42301386,HOME,13348555722
1E,42301386,EMAIL,fakeporteremail84602772@indigov.us
1E,42301390,HOME,11617111329
1E,42301390,EMAIL,fakeporteremail84602780@indigov.us
1E,42301560,HOME,12597978478
1E,42301560,EMAIL,fakeporteremail84603120@indigov.us
1E,42301581,HOME,18983893922
1E,42301581,EMAIL,fakeporteremail84603162@indigov.us
1E,42301856,HOME,16172637796
1E,42301856,EMAIL,fakeporteremail84603712@indigov.us
1E,42301859,HOME,16572397514
1E,42301859,EMAIL,fakeporteremail84603718@indigov.us
1E,42301887,HOME,15112528691
1E,42301887,EMAIL,fakeporteremail84603774@indigov.us
1E,42302031,HOME,15982729766
1E,42302031,EMAIL,fakeporteremail84604062@indigov.us
1E,42302138,EMAIL,fakeporteremail84604276@indigov.us
1E,42302198,EMAIL,fakeporteremail84604396@indigov.us
1E,42302519,HOME,13453583382
1E,42302519,EMAIL,fakeporteremail84605038@indigov.us
1E,42302612,HOME,13937596472
1E,42302612,EMAIL,fakeporteremail84605224@indigov.us
1E,42302619,HOME,14911586676
1E,42302619,EMAIL,fakeporteremail84605238@indigov.us
1E,42302890,HOME,18599135327
1E,42302890,EMAIL,fakeporteremail84605780@indigov.us
1E,42302938,HOME,16352434762
1E,42302938,EMAIL,fakeporteremail84605876@indigov.us
1E,42302976,HOME,17224633282
1E,42302976,EMAIL,fakeporteremail84605952@indigov.us
1E,42303102,HOME,12851587137
1E,42303102,EMAIL,fakeporteremail84606204@indigov.us
1E,42303373,HOME,17585876323
1E,42303373,EMAIL,fakeporteremail84606746@indigov.us
1E,42303440,HOME,15966218114
1E,42303440,EMAIL,fakeporteremail84606880@indigov.us
1E,42303498,HOME,15439221589
1E,42303498,EMAIL,fakeporteremail84606996@indigov.us
1E,42303547,HOME,18589578692
1E,42303547,EMAIL,fakeporteremail84607094@indigov.us
1E,42303624,HOME,15982862232
1E,42303624,EMAIL,fakeporteremail84607248@indigov.us
1E,42303687,HOME,11232956497
1E,42303687,EMAIL,fakeporteremail84607374@indigov.us
1E,42303760,EMAIL,fakeporteremail84607520@indigov.us
1E,42303844,HOME,15884268155
1E,42303844,EMAIL,fakeporteremail84607688@indigov.us
1E,42303867,HOME,15511182685
1E,42303867,EMAIL,fakeporteremail84607734@indigov.us
1E,42304162,HOME,14434587434
1E,42304162,EMAIL,fakeporteremail84608324@indigov.us
1E,42304436,HOME,13962927898
1E,42304529,HOME,18749362254
1E,42304529,EMAIL,fakeporteremail84609058@indigov.us
1E,42304541,EMAIL,fakeporteremail84609082@indigov.us
1E,42304556,HOME,19555591671
1E,42304556,EMAIL,fakeporteremail84609112@indigov.us
1E,42304582,HOME,12418445288
1E,42304582,EMAIL,fakeporteremail84609164@indigov.us
1E,42304595,HOME,19986155954
1E,42304595,EMAIL,fakeporteremail84609190@indigov.us
1E,42304721,EMAIL,fakeporteremail84609442@indigov.us
1E,42304770,HOME,16645817671
1E,42304770,EMAIL,fakeporteremail84609540@indigov.us
1E,42304855,HOME,19493489973
1E,42304855,EMAIL,fakeporteremail84609710@indigov.us
1E,42304908,HOME,13491921531
1E,42304908,CELL,13397242596
1E,42304908,EMAIL,fakeporteremail84609816@indigov.us
1E,42305496,HOME,12814992613
1E,42305496,EMAIL,fakeporteremail84610992@indigov.us
1E,42305597,HOME,18963989634
1E,42305597,EMAIL,fakeporteremail84611194@indigov.us
1E,42305598,HOME,14922788742
1E,42305598,EMAIL,fakeporteremail84611196@indigov.us
1E,42305627,HOME,14731297288
1E,42305627,EMAIL,fakeporteremail84611254@indigov.us
1E,42305629,HOME,18946533882
1E,42305629,EMAIL,fakeporteremail84611258@indigov.us
1E,42305751,HOME,14613869958
1E,42305751,EMAIL,fakeporteremail84611502@indigov.us
1E,42305775,HOME,12273311658
1E,42305775,EMAIL,fakeporteremail84611550@indigov.us
1E,42305805,HOME,17383592168
1E,42305805,EMAIL,fakeporteremail84611610@indigov.us
1E,42305971,HOME,15497364186
1E,42306073,EMAIL,fakeporteremail84612146@indigov.us
1E,42306220,HOME,17276927115
1E,42306220,EMAIL,fakeporteremail84612440@indigov.us
1E,42306383,HOME,16611661772
1E,42306383,EMAIL,fakeporteremail84612766@indigov.us
1E,42306618,HOME,19291675997
1E,42306618,EMAIL,fakeporteremail84613236@indigov.us
1E,42306620,HOME,17689966542
1E,42306620,EMAIL,fakeporteremail84613240@indigov.us
1E,42306749,HOME,14751238911
1E,42306749,EMAIL,fakeporteremail84613498@indigov.us
1E,42306785,EMAIL,fakeporteremail84613570@indigov.us
1E,42306923,HOME,14944661153
1E,42306933,HOME,13878816676
1E,42306933,EMAIL,fakeporteremail84613866@indigov.us
1E,42306981,HOME,15857187368
1E,42307034,HOME,14481363851
1E,42307034,EMAIL,fakeporteremail84614068@indigov.us
1E,42307061,HOME,16714435115
1E,42307061,EMAIL,fakeporteremail84614122@indigov.us
1E,42307236,HOME,11865539953
1E,42307236,EMAIL,fakeporteremail84614472@indigov.us
1E,42307258,HOME,16879532923
1E,42307258,EMAIL,fakeporteremail84614516@indigov.us
1E,42307432,HOME,11639184985
1E,42307432,CELL,17444885851
1E,42307432,EMAIL,fakeporteremail84614864@indigov.us
1E,42307617,HOME,17379556154
1E,42307617,EMAIL,fakeporteremail84615234@indigov.us
1E,42307656,HOME,11231391769
1E,42307656,EMAIL,fakeporteremail84615312@indigov.us
1E,42307697,HOME,12381849817
1E,42307697,EMAIL,fakeporteremail84615394@indigov.us
1E,42307704,CELL,16899272653
1E,42307704,EMAIL,fakeporteremail84615408@indigov.us
1E,42307808,HOME,17692996546
1E,42307808,EMAIL,fakeporteremail84615616@indigov.us
1E,42308319,HOME,16681521671
1E,42308319,EMAIL,fakeporteremail84616638@indigov.us
1E,42308403,WORK,12326391689
1E,42308403,OTHER,13381951928
1E,42308422,WORK,14898986687
1E,42308422,OTHER,11353836813
1E,42308422,EMAIL,fakeporteremail84616844@indigov.us
1E,42308477,EMAIL,fakeporteremail84616954@indigov.us
1E,42308491,HOME,16589837361
1E,42308491,EMAIL,fakeporteremail84616982@indigov.us
1E,42308664,HOME,19336317459
1E,42308664,EMAIL,fakeporteremail84617328@indigov.us
1E,42308931,HOME,16669291742
1E,42308931,EMAIL,fakeporteremail84617862@indigov.us
1E,42309191,HOME,12839363633
1E,42309191,EMAIL,fakeporteremail84618382@indigov.us
1E,42309270,HOME,13724882879
1E,42309270,CELL,14565376156
1E,42309270,EMAIL,fakeporteremail84618540@indigov.us
1E,42309479,HOME,18558447116
1E,42309479,EMAIL,fakeporteremail84618958@indigov.us
1E,42309494,HOME,16286362876
1E,42309494,EMAIL,fakeporteremail84618988@indigov.us
1E,42310011,HOME,17686789151
1E,42310011,OTHER,16384674155
1E,42310011,EMAIL,fakeporteremail84620022@indigov.us
1E,42310346,HOME,12928583635
1E,42310346,EMAIL,fakeporteremail84620692@indigov.us
1E,42310397,HOME,17494856759
1E,42310397,EMAIL,fakeporteremail84620794@indigov.us
1E,42310548,HOME,16216799788
1E,42310548,EMAIL,fakeporteremail84621096@indigov.us
1E,42310601,HOME,17349245934
1E,42310749,HOME,15164113943
1E,42310749,EMAIL,fakeporteremail84621498@indigov.us
1E,42310753,HOME,17751323168
1E,42310753,EMAIL,fakeporteremail84621506@indigov.us
1E,42310806,HOME,13631671467
1E,42310806,EMAIL,fakeporteremail84621612@indigov.us
1E,42310807,HOME,19847491913
1E,42310807,EMAIL,fakeporteremail84621614@indigov.us
1E,42310813,HOME,17318987917
1E,42310813,EMAIL,fakeporteremail84621626@indigov.us
1E,42310816,HOME,11994426876
1E,42310816,EMAIL,fakeporteremail84621632@indigov.us
1E,42310871,HOME,15996137788
1E,42310871,EMAIL,fakeporteremail84621742@indigov.us
1E,42311025,HOME,17918669343
1E,42311025,EMAIL,fakeporteremail84622050@indigov.us
1E,42311037,HOME,17853532389
1E,42311037,EMAIL,fakeporteremail84622074@indigov.us
1E,42311090,HOME,18654685129
1E,42311090,EMAIL,fakeporteremail84622180@indigov.us
1E,42311139,HOME,13348687588
1E,42311139,EMAIL,fakeporteremail84622278@indigov.us
1E,42311213,HOME,12291335668
1E,42311213,EMAIL,fakeporteremail84622426@indigov.us
1E,42311265,CELL,18826339485
1E,42311265,EMAIL,fakeporteremail84622530@indigov.us
1E,42311280,WORK,13354144678
1E,42311280,EMAIL,fakeporteremail84622560@indigov.us
1E,42311630,HOME,15711379277
1E,42311630,EMAIL,fakeporteremail84623260@indigov.us
1E,42311929,HOME,16262727944
1E,42311929,EMAIL,fakeporteremail84623858@indigov.us
1E,42312483,HOME,18982722831
1E,42312483,WORK,12833458694
1E,42312483,EMAIL,fakeporteremail84624966@indigov.us
1E,42312563,HOME,17521175632
1E,42312563,EMAIL,fakeporteremail84625126@indigov.us
1E,42313062,HOME,18458219228
1E,42313062,EMAIL,fakeporteremail84626124@indigov.us
1E,42313106,HOME,15825274456
1E,42313106,CELL,19252343146
1E,42313106,EMAIL,fakeporteremail84626212@indigov.us
1E,42313156,EMAIL,fakeporteremail84626312@indigov.us
1E,42313160,EMAIL,fakeporteremail84626320@indigov.us
1E,42313165,HOME,18999597152
1E,42313165,EMAIL,fakeporteremail84626330@indigov.us
1E,42313213,EMAIL,fakeporteremail84626426@indigov.us
1E,42313343,HOME,16893878615
1E,42313343,EMAIL,fakeporteremail84626686@indigov.us
1E,42313349,EMAIL,fakeporteremail84626698@indigov.us
1E,42313573,HOME,12458166863
1E,42314032,HOME,11752422689
1E,42314135,EMAIL,fakeporteremail84628270@indigov.us
1E,42375321,CELL,16983939253
1E,42375414,EMAIL,fakeporteremail84750828@indigov.us
1E,42375677,WORK,19462978121
1E,42375677,EMAIL,fakeporteremail84751354@indigov.us
1E,42375939,WORK,12563919985
1E,42376504,WORK,17759344943
1E,42376504,EMAIL,fakeporteremail84753008@indigov.us
1E,42378660,HOME,14589667954
1E,42379359,HOME,19361759262
1E,42379359,EMAIL,fakeporteremail84758718@indigov.us
1E,42385426,HOME,15254396378
1E,42385426,EMAIL,fakeporteremail84770852@indigov.us
1E,42386316,HOME,14541562355
1E,42386316,EMAIL,fakeporteremail84772632@indigov.us
1E,42386498,HOME,12946645274
1E,42386498,EMAIL,fakeporteremail84772996@indigov.us
1E,42393714,HOME,18364213597
1E,42393714,EMAIL,fakeporteremail84787428@indigov.us
1E,42394296,HOME,15818283863
1E,42394296,EMAIL,fakeporteremail84788592@indigov.us
1E,42417109,HOME,19719557784
1E,42417109,EMAIL,fakeporteremail84834218@indigov.us
1E,42435101,HOME,15988751219
1E,42461397,HOME,12223499352
1E,42461397,EMAIL,fakeporteremail84922794@indigov.us
1E,42464820,HOME,11467823394
1E,42464820,EMAIL,fakeporteremail84929640@indigov.us
1E,42481823,HOME,11882666188
1E,42481823,EMAIL,fakeporteremail84963646@indigov.us
1E,42510620,HOME,13238472589
1E,42510620,EMAIL,fakeporteremail85021240@indigov.us
1E,42516743,EMAIL,fakeporteremail85033486@indigov.us
1E,42524869,HOME,14694364296
1E,42524869,EMAIL,fakeporteremail85049738@indigov.us
1E,42565515,HOME,18323794828
1E,42565515,EMAIL,fakeporteremail85131030@indigov.us
1E,42567611,HOME,15834432676
1E,42567611,EMAIL,fakeporteremail85135222@indigov.us
1E,42633917,HOME,16457199699
1E,42633917,EMAIL,fakeporteremail85267834@indigov.us
1E,42634919,HOME,13761521747
1E,42634919,CELL,14977671397
1E,42634919,EMAIL,fakeporteremail85269838@indigov.us
1E,42634927,HOME,18428241658
1E,42634927,EMAIL,fakeporteremail85269854@indigov.us
1E,42634956,HOME,18193154239
1E,42634956,EMAIL,fakeporteremail85269912@indigov.us
1E,42635030,HOME,14249426661
1E,42635030,EMAIL,fakeporteremail85270060@indigov.us
1E,42635071,HOME,11888417369
1E,42635071,EMAIL,fakeporteremail85270142@indigov.us
1E,42635076,HOME,19713811881
1E,42635076,CELL,19596485133
1E,42635886,HOME,18427258577
1E,42641096,WORK,11481256273
1E,42641096,EMAIL,fakeporteremail85282192@indigov.us
1E,42641458,WORK,15681237884
1E,42641458,EMAIL,fakeporteremail85282916@indigov.us
1E,42641528,HOME,15582746362
1E,42641528,EMAIL,fakeporteremail85283056@indigov.us
1E,42641695,WORK,11772654228
1E,42641695,EMAIL,fakeporteremail85283390@indigov.us
1E,42641702,WORK,12895826292
1E,42641758,HOME,12454798742
1E,42641758,EMAIL,fakeporteremail85283516@indigov.us
1E,42647861,WORK,12116638876
1E,42647861,EMAIL,fakeporteremail85295722@indigov.us
1E,42648385,HOME,17152756625
1E,42648385,CELL,14838594752
1E,42648385,EMAIL,fakeporteremail85296770@indigov.us
1E,42649648,HOME,19734953543
1E,42649648,CELL,19491612867
1E,42649648,EMAIL,fakeporteremail85299296@indigov.us
1E,42650106,HOME,15143175468
1E,42650106,EMAIL,fakeporteremail85300212@indigov.us
1E,42650107,HOME,17642515597
1E,42650107,EMAIL,fakeporteremail85300214@indigov.us
1E,42650108,HOME,12169418517
1E,42650108,OTHER,19545555165
1E,42650108,EMAIL,fakeporteremail85300216@indigov.us
1E,42650109,HOME,13853637717
1E,42650109,EMAIL,fakeporteremail85300218@indigov.us
1E,42650110,HOME,14374884549
1E,42650110,EMAIL,fakeporteremail85300220@indigov.us
1E,42650111,HOME,17553995923
1E,42650111,EMAIL,fakeporteremail85300222@indigov.us
1E,42650112,EMAIL,fakeporteremail85300224@indigov.us
1E,42650113,HOME,18874986566
1E,42650113,EMAIL,fakeporteremail85300226@indigov.us
1E,42650114,HOME,19695468191
1E,42650114,EMAIL,fakeporteremail85300228@indigov.us
1E,42650115,HOME,12229857471
1E,42650116,EMAIL,fakeporteremail85300232@indigov.us
1E,42650117,HOME,15547947967
1E,42650118,EMAIL,fakeporteremail85300236@indigov.us
1E,42650119,HOME,12826916499
1E,42650119,EMAIL,fakeporteremail85300238@indigov.us
1E,42650120,EMAIL,fakeporteremail85300240@indigov.us
1E,42650121,HOME,13185183252
1E,42650121,EMAIL,fakeporteremail85300242@indigov.us
1E,42650122,HOME,16391745244
1E,42650122,EMAIL,fakeporteremail85300244@indigov.us
1E,42650123,HOME,17332425483
